time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-12-23 00:00:00+00:00,1120,271,76,46
2022-12-24 00:00:00+00:00,596,149,22,18
2022-12-25 00:00:00+00:00,492,174,51,27
2022-12-26 00:00:00+00:00,870,267,94,54
2022-12-27 00:00:00+00:00,1131,356,75,57
2022-12-28 00:00:00+00:00,948,289,116,60
2022-12-29 00:00:00+00:00,1065,255,77,49
2022-12-30 00:00:00+00:00,1038,233,103,51
2022-12-31 00:00:00+00:00,825,267,26,18
2023-01-01 00:00:00+00:00,807,317,25,20
2023-01-02 00:00:00+00:00,1174,447,69,38
2023-01-03 00:00:00+00:00,1006,435,89,66
2023-01-04 00:00:00+00:00,1672,565,128,72
2023-01-05 00:00:00+00:00,1683,376,78,53
