time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-05-05 00:00:00+00:00,7.0,5.0,101,28
2022-05-06 00:00:00+00:00,5.0,3.0,57,29
2022-05-07 00:00:00+00:00,,,41,21
2022-05-08 00:00:00+00:00,,,40,16
2022-05-09 00:00:00+00:00,20.0,6.0,88,37
2022-05-10 00:00:00+00:00,4.0,2.0,47,25
2022-05-11 00:00:00+00:00,7.0,3.0,105,21
2022-05-12 00:00:00+00:00,9.0,3.0,145,30
2022-05-13 00:00:00+00:00,5.0,3.0,67,29
2022-05-14 00:00:00+00:00,3.0,2.0,36,11
2022-05-15 00:00:00+00:00,2.0,2.0,47,18
2022-05-16 00:00:00+00:00,14.0,13.0,31,20
2022-05-17 00:00:00+00:00,146.0,67.0,70,35
2022-05-18 00:00:00+00:00,83.0,49.0,62,36
