time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-02-02 00:00:00+00:00,461,238,73,38
2023-02-03 00:00:00+00:00,388,223,48,27
2023-02-04 00:00:00+00:00,237,120,27,9
2023-02-05 00:00:00+00:00,186,103,21,7
2023-02-06 00:00:00+00:00,408,214,80,24
2023-02-07 00:00:00+00:00,448,196,51,25
2023-02-08 00:00:00+00:00,390,166,64,29
2023-02-09 00:00:00+00:00,404,176,40,18
2023-02-10 00:00:00+00:00,383,166,34,21
2023-02-11 00:00:00+00:00,221,83,12,11
2023-02-12 00:00:00+00:00,262,100,11,10
2023-02-13 00:00:00+00:00,445,167,76,19
2023-02-14 00:00:00+00:00,403,203,79,24
2023-02-15 00:00:00+00:00,406,201,41,21
