time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-07-01 00:00:00+00:00,194,86,1050,174
2022-07-02 00:00:00+00:00,139,65,485,69
2022-07-03 00:00:00+00:00,95,56,310,76
2022-07-04 00:00:00+00:00,306,89,971,190
2022-07-05 00:00:00+00:00,257,93,949,221
2022-07-06 00:00:00+00:00,307,110,1196,197
2022-07-07 00:00:00+00:00,302,109,941,165
2022-07-08 00:00:00+00:00,285,104,770,156
2022-07-09 00:00:00+00:00,339,117,208,69
2022-07-10 00:00:00+00:00,166,82,194,57
2022-07-11 00:00:00+00:00,244,104,1949,194
2022-07-12 00:00:00+00:00,254,112,1249,255
2022-07-13 00:00:00+00:00,359,127,1034,187
2022-07-14 00:00:00+00:00,293,118,889,209
