time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-11-27 00:00:00+00:00,212,74,36,26
2021-11-28 00:00:00+00:00,211,74,150,42
2021-11-29 00:00:00+00:00,276,82,333,95
2021-11-30 00:00:00+00:00,346,97,269,82
2021-12-01 00:00:00+00:00,309,106,739,99
2021-12-02 00:00:00+00:00,348,110,620,97
2021-12-03 00:00:00+00:00,290,92,320,106
2021-12-04 00:00:00+00:00,296,81,77,23
2021-12-05 00:00:00+00:00,240,83,219,81
2021-12-06 00:00:00+00:00,234,91,556,190
2021-12-07 00:00:00+00:00,237,90,615,162
2021-12-08 00:00:00+00:00,330,111,522,135
2021-12-09 00:00:00+00:00,289,100,601,133
2021-12-10 00:00:00+00:00,271,84,440,97
