time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-11-01 00:00:00+00:00,515,111,124,56
2021-11-02 00:00:00+00:00,454,111,202,73
2021-11-03 00:00:00+00:00,451,118,103,58
2021-11-04 00:00:00+00:00,524,108,162,73
2021-11-05 00:00:00+00:00,492,104,165,62
2021-11-06 00:00:00+00:00,309,86,49,27
2021-11-07 00:00:00+00:00,318,85,72,30
2021-11-08 00:00:00+00:00,522,156,118,65
2021-11-09 00:00:00+00:00,654,141,187,71
2021-11-10 00:00:00+00:00,552,137,175,78
2021-11-11 00:00:00+00:00,407,120,156,69
2021-11-12 00:00:00+00:00,410,115,124,50
2021-11-13 00:00:00+00:00,243,81,92,29
2021-11-14 00:00:00+00:00,202,68,74,22
