time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-10-20 00:00:00+00:00,372,132,202,109
2022-10-21 00:00:00+00:00,393,127,209,105
2022-10-22 00:00:00+00:00,292,104,47,28
2022-10-23 00:00:00+00:00,257,93,65,33
2022-10-24 00:00:00+00:00,349,123,217,106
2022-10-25 00:00:00+00:00,330,124,176,90
2022-10-26 00:00:00+00:00,357,133,209,109
2022-10-27 00:00:00+00:00,378,149,163,94
2022-10-28 00:00:00+00:00,346,112,150,82
2022-10-29 00:00:00+00:00,260,99,102,32
2022-10-30 00:00:00+00:00,260,116,122,42
2022-10-31 00:00:00+00:00,349,152,219,103
2022-11-01 00:00:00+00:00,449,123,177,93
2022-11-02 00:00:00+00:00,426,125,214,105
