time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-05-17 00:00:00+00:00,500,163,263,119
2022-05-18 00:00:00+00:00,338,122,272,120
2022-05-19 00:00:00+00:00,352,138,245,107
2022-05-20 00:00:00+00:00,326,126,188,91
2022-05-21 00:00:00+00:00,251,84,124,43
2022-05-22 00:00:00+00:00,265,117,97,55
2022-05-23 00:00:00+00:00,432,134,225,107
2022-05-24 00:00:00+00:00,373,152,210,98
2022-05-25 00:00:00+00:00,278,98,188,93
2022-05-26 00:00:00+00:00,367,119,251,84
2022-05-27 00:00:00+00:00,303,118,191,81
2022-05-28 00:00:00+00:00,268,84,65,29
2022-05-29 00:00:00+00:00,321,110,93,43
2022-05-30 00:00:00+00:00,442,119,227,88
