time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-03-09 00:00:00+00:00,2238,466,169,59
2023-03-10 00:00:00+00:00,2101,503,170,69
2023-03-11 00:00:00+00:00,726,213,81,31
2023-03-12 00:00:00+00:00,635,201,51,25
2023-03-13 00:00:00+00:00,2507,546,218,72
2023-03-14 00:00:00+00:00,1975,478,169,63
2023-03-15 00:00:00+00:00,2297,504,221,70
2023-03-16 00:00:00+00:00,2463,541,216,67
2023-03-17 00:00:00+00:00,1876,472,181,60
2023-03-18 00:00:00+00:00,640,219,63,22
2023-03-19 00:00:00+00:00,615,202,76,30
2023-03-20 00:00:00+00:00,3081,624,178,53
2023-03-21 00:00:00+00:00,2538,589,220,68
2023-03-22 00:00:00+00:00,2024,485,260,60
