time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-06-25 00:00:00+00:00,1079,177,29,18
2022-06-26 00:00:00+00:00,1106,180,61,26
2022-06-27 00:00:00+00:00,2404,715,92,40
2022-06-28 00:00:00+00:00,2218,610,169,53
2022-06-29 00:00:00+00:00,2644,577,130,44
2022-06-30 00:00:00+00:00,2516,501,149,56
2022-07-01 00:00:00+00:00,2018,352,96,49
2022-07-02 00:00:00+00:00,764,176,49,23
2022-07-03 00:00:00+00:00,836,221,57,27
2022-07-04 00:00:00+00:00,1731,414,241,58
2022-07-05 00:00:00+00:00,2473,661,155,63
2022-07-06 00:00:00+00:00,2522,648,126,69
2022-07-07 00:00:00+00:00,2622,693,163,59
2022-07-08 00:00:00+00:00,2299,780,210,57
