time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-09-20 00:00:00+00:00,827,223,76,35
2022-09-21 00:00:00+00:00,788,203,84,27
2022-09-22 00:00:00+00:00,799,234,49,19
2022-09-23 00:00:00+00:00,694,194,57,24
2022-09-24 00:00:00+00:00,464,105,24,12
2022-09-25 00:00:00+00:00,500,108,33,13
2022-09-26 00:00:00+00:00,739,216,39,24
2022-09-27 00:00:00+00:00,762,182,68,21
2022-09-28 00:00:00+00:00,703,154,32,17
2022-09-29 00:00:00+00:00,773,202,64,26
2022-09-30 00:00:00+00:00,758,167,55,27
2022-10-01 00:00:00+00:00,494,139,8,6
2022-10-02 00:00:00+00:00,478,109,45,11
2022-10-03 00:00:00+00:00,720,191,48,18
