time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-11-25 00:00:00+00:00,1343,229,28,20
2021-11-26 00:00:00+00:00,1199,228,26,17
2021-11-27 00:00:00+00:00,773,180,32,11
2021-11-28 00:00:00+00:00,806,163,29,11
2021-11-29 00:00:00+00:00,1765,262,39,20
2021-11-30 00:00:00+00:00,1761,278,73,22
2021-12-01 00:00:00+00:00,1686,369,72,22
2021-12-02 00:00:00+00:00,1639,296,60,30
2021-12-03 00:00:00+00:00,1489,308,52,17
2021-12-04 00:00:00+00:00,774,165,18,8
2021-12-05 00:00:00+00:00,733,126,68,10
2021-12-06 00:00:00+00:00,1629,280,22,10
2021-12-07 00:00:00+00:00,1404,304,26,16
2021-12-08 00:00:00+00:00,1704,276,27,16
