time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-03-18 00:00:00+00:00,75.0,6.0,61,31
2022-03-19 00:00:00+00:00,,,27,19
2022-03-20 00:00:00+00:00,1.0,1.0,35,19
2022-03-21 00:00:00+00:00,18.0,10.0,151,43
2022-03-22 00:00:00+00:00,30.0,15.0,160,54
2022-03-23 00:00:00+00:00,6.0,5.0,162,59
2022-03-24 00:00:00+00:00,80.0,10.0,86,48
2022-03-25 00:00:00+00:00,1.0,1.0,112,49
2022-03-26 00:00:00+00:00,1.0,1.0,30,14
2022-03-27 00:00:00+00:00,209.0,89.0,29,23
2022-03-28 00:00:00+00:00,301.0,106.0,127,59
2022-03-29 00:00:00+00:00,305.0,108.0,112,56
2022-03-30 00:00:00+00:00,246.0,89.0,63,32
2022-03-31 00:00:00+00:00,136.0,65.0,80,33
