time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-01-02 00:00:00+00:00,272,85,14,9
2022-01-03 00:00:00+00:00,281,83,20,12
2022-01-04 00:00:00+00:00,178,79,50,34
2022-01-05 00:00:00+00:00,99,56,36,26
2022-01-06 00:00:00+00:00,93,52,97,33
2022-01-07 00:00:00+00:00,234,72,64,26
2022-01-08 00:00:00+00:00,175,70,41,9
2022-01-09 00:00:00+00:00,106,53,23,11
2022-01-10 00:00:00+00:00,125,62,82,29
2022-01-11 00:00:00+00:00,133,63,67,28
2022-01-12 00:00:00+00:00,213,87,42,24
2022-01-13 00:00:00+00:00,247,79,48,34
2022-01-14 00:00:00+00:00,108,53,51,22
2022-01-15 00:00:00+00:00,20,15,13,8
