time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-02-13 00:00:00+00:00,256,76,25,16
2022-02-14 00:00:00+00:00,239,85,76,41
2022-02-15 00:00:00+00:00,255,98,123,50
2022-02-16 00:00:00+00:00,293,91,121,54
2022-02-17 00:00:00+00:00,296,95,141,44
2022-02-18 00:00:00+00:00,298,95,109,48
2022-02-19 00:00:00+00:00,364,104,54,27
2022-02-20 00:00:00+00:00,319,99,42,23
2022-02-21 00:00:00+00:00,295,89,90,34
2022-02-22 00:00:00+00:00,292,108,162,45
2022-02-23 00:00:00+00:00,203,88,118,51
2022-02-24 00:00:00+00:00,166,69,86,41
2022-02-25 00:00:00+00:00,267,90,130,43
2022-02-26 00:00:00+00:00,282,88,108,25
