time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-07-28 00:00:00+00:00,215,97,51,26
2022-07-29 00:00:00+00:00,227,88,47,26
2022-07-30 00:00:00+00:00,155,63,10,10
2022-07-31 00:00:00+00:00,132,58,9,6
2022-08-01 00:00:00+00:00,160,78,28,21
2022-08-02 00:00:00+00:00,203,93,74,18
2022-08-03 00:00:00+00:00,299,117,37,18
2022-08-04 00:00:00+00:00,255,100,57,28
2022-08-05 00:00:00+00:00,231,109,102,33
2022-08-06 00:00:00+00:00,255,88,21,12
2022-08-07 00:00:00+00:00,263,99,13,10
2022-08-08 00:00:00+00:00,227,104,109,30
2022-08-09 00:00:00+00:00,205,90,120,45
2022-08-10 00:00:00+00:00,220,96,79,27
