time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-12-27 00:00:00+00:00,84,49,33,14
2021-12-28 00:00:00+00:00,81,46,32,19
2021-12-29 00:00:00+00:00,80,49,35,23
2021-12-30 00:00:00+00:00,134,63,35,16
2021-12-31 00:00:00+00:00,95,56,16,14
2022-01-01 00:00:00+00:00,63,40,7,5
2022-01-02 00:00:00+00:00,62,38,9,7
2022-01-03 00:00:00+00:00,73,34,3,2
2022-01-04 00:00:00+00:00,75,44,27,19
2022-01-05 00:00:00+00:00,107,60,27,11
2022-01-06 00:00:00+00:00,165,76,19,15
2022-01-07 00:00:00+00:00,137,71,12,9
2022-01-08 00:00:00+00:00,150,62,43,11
2022-01-09 00:00:00+00:00,82,46,24,8
