time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-05-10 00:00:00+00:00,433,146,19,10
2022-05-11 00:00:00+00:00,376,122,4,3
2022-05-12 00:00:00+00:00,400,128,16,9
2022-05-13 00:00:00+00:00,448,119,13,7
2022-05-14 00:00:00+00:00,193,73,12,6
2022-05-15 00:00:00+00:00,293,102,9,5
2022-05-16 00:00:00+00:00,638,233,29,12
2022-05-17 00:00:00+00:00,545,184,39,13
2022-05-18 00:00:00+00:00,519,180,49,12
2022-05-19 00:00:00+00:00,551,186,78,11
2022-05-20 00:00:00+00:00,465,153,60,14
2022-05-21 00:00:00+00:00,228,87,10,3
2022-05-22 00:00:00+00:00,241,106,10,5
2022-05-23 00:00:00+00:00,548,189,19,11
