time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-11-03 00:00:00+00:00,597,184,24,13
2022-11-04 00:00:00+00:00,517,130,12,6
2022-11-05 00:00:00+00:00,214,85,4,4
2022-11-06 00:00:00+00:00,273,103,8,4
2022-11-07 00:00:00+00:00,732,174,21,12
2022-11-08 00:00:00+00:00,695,166,45,16
2022-11-09 00:00:00+00:00,653,165,34,13
2022-11-10 00:00:00+00:00,473,156,17,13
2022-11-11 00:00:00+00:00,424,132,20,12
2022-11-12 00:00:00+00:00,251,89,5,5
2022-11-13 00:00:00+00:00,235,86,3,2
2022-11-14 00:00:00+00:00,485,155,21,12
2022-11-15 00:00:00+00:00,625,148,34,13
2022-11-16 00:00:00+00:00,409,131,28,14
