time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-01-16 00:00:00+00:00,269,124,23.0,9.0
2023-01-17 00:00:00+00:00,228,111,6.0,4.0
2023-01-18 00:00:00+00:00,219,101,16.0,5.0
2023-01-19 00:00:00+00:00,153,93,3.0,3.0
2023-01-20 00:00:00+00:00,161,72,9.0,4.0
2023-01-21 00:00:00+00:00,63,42,2.0,1.0
2023-01-22 00:00:00+00:00,87,49,9.0,3.0
2023-01-23 00:00:00+00:00,74,46,2.0,2.0
2023-01-24 00:00:00+00:00,92,50,1.0,1.0
2023-01-25 00:00:00+00:00,84,45,,
2023-01-26 00:00:00+00:00,100,45,10.0,2.0
2023-01-27 00:00:00+00:00,75,46,7.0,7.0
2023-01-28 00:00:00+00:00,110,58,1.0,1.0
2023-01-29 00:00:00+00:00,114,66,8.0,5.0
